date,title,address
2024/2/5,教育部中国药科大学单一来源采购中国药科大学2024年度SpringerNature出版集团电子资源采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240205_21516953.htm
2024/2/5,教育部中国药科大学单一来源采购中国药科大学2024年度ACS美国化学学会电子资源采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240205_21516952.htm
2024/2/5,教育部中国药科大学单一来源采购中国药科大学2024年度美国化学文摘社SciFinder数据库采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240205_21516937.htm
2024/2/4,中央宣传部人民出版社单一来源采购人民出版社周转用房经费项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240204_21514631.htm
2024/2/4,中国民用航空局中国民用航空局空中交通管理局单一来源采购民航通信网扩容工程设备采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240204_21514359.htm
2024/2/4,中国人民政治协商会议全国委员会办公厅政协全国委员办公厅机关事务管理局单一来源采购临时周转办公场所租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240204_21514358.htm
2024/2/2,教育部东北大学单一来源采购超大型深部工程灾害物理模拟设施--面压10MPa加载系统作动器及油源征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240202_21507231.htm
2024/2/2,中华人民共和国商务部中国国际经济技术交流中心单一来源采购客货两用安检设备征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202402/t20240202_21507230.htm
2024/1/31,中国科学院中国科学院高能物理研究所单一来源采购阿里原初引力波望远镜探测器模块系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240131_21495844.htm
2024/1/26,工业和信息化部中国互联网络信息中心单一来源采购餐饮服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240126_21480451.htm
2024/1/26,教育部复旦大学单一来源采购复旦大学EMBA项目2024-2027年深圳移动教学场地服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240126_21480450.htm
2024/1/25,中国科学院中国科学院国家天文台单一来源采购光纤定位单元备件采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240125_21474135.htm
2024/1/23,教育部西南交通大学单一来源采购学位论文质量监测服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240123_21465595.htm
2024/1/22,教育部西安电子科技大学单一来源采购西安电子科技大学原位补氧型电子束物理气相沉积系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240122_21461460.htm
2024/1/19,教育部北京化工大学单一来源采购美国化学学会ACS期刊征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240119_21453512.htm
2024/1/18,教育部浙江大学单一来源采购193nm准分子激光器征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240118_21448284.htm
2024/1/17,教育部西南大学单一来源采购600MHz核磁共振波谱仪主机及控制器征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240117_21442663.htm
2024/1/17,教育部东南大学单一来源采购东南大学ElsevierScienceDirect数据库（2024年续订）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240117_21442662.htm
2024/1/16,中国福利彩票发行管理中心本级单一来源采购办公网及互联网综合服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240116_21434985.htm
2024/1/16,中国福利彩票发行管理中心本级单一来源采购骨干网及互联网综合服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240116_21434986.htm
2024/1/16,国家药品监督管理局国家药品监督管理局行政事项受理服务和投诉举报中心单一来源采购国家药品监督管理局行政事项受理服务和投诉举报中心物业及,http://www.ccgp.gov.cn/eadylynotice/202401/t20240116_21434162.htm
2024/1/12,全国社会保障基金理事会单一来源采购租用技术业务用房项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240112_21423124.htm
2024/1/12,教育部兰州大学单一来源采购兰州大学政治与国际关系学院、经济学院应用软件采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240112_21423123.htm
2024/1/11,国家药品监督管理局国家药品监督管理局药品审评中心单一来源采购国家药品监督管理局药品审评中心物业及其他后勤服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240111_21415168.htm
2024/1/11,国家药品监督管理局国家药品监督管理局药品审评中心单一来源采购国家药品监督管理局药品审评中心办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240111_21415167.htm
2024/1/10,国家药品监督管理局国家药品监督管理局药品评价中心单一来源采购国家药品监督管理局药品评价中心物业及其他后勤服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240110_21411383.htm
2024/1/10,国家药品监督管理局国家药品监督管理局药品评价中心单一来源采购国家药品监督管理局药品评价中心办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240110_21411367.htm
2024/1/10,国家药品监督管理局国家药品监督管理局食品药品审核查验中心单一来源采购国家药品监督管理局食品药品审核查验中心物业及其他后勤服务项目征求,http://www.ccgp.gov.cn/eadylynotice/202401/t20240110_21409557.htm
2024/1/10,国家药品监督管理局国家药品监督管理局食品药品审核查验中心单一来源采购国家药品监督管理局食品药品审核查验中心办公用房租赁项目征求意见公,http://www.ccgp.gov.cn/eadylynotice/202401/t20240110_21409556.htm
2024/1/4,最高人民法院单一来源采购最高人民法院一级专网租用项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240104_21382855.htm
2024/1/3,国家金融监督管理总局国家金融监督管理总局浙江监管局单一来源采购物业管理服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240103_21378037.htm
2024/1/3,国家卫生健康委员会中国医学科学院皮肤病医院单一来源采购中国医学科学院皮肤病医院学生宿舍租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202401/t20240103_21378036.htm
2023/12/29,教育部重庆大学单一来源采购ElsevierScienceDirect（简称SD）数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231229_21363973.htm
2023/12/29,中国地震局中国地震台网中心单一来源采购地震数据卫星通信系统Ku/C频段转发器租用采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231229_21363888.htm
2023/12/29,国家移民管理局国家移民管理局公民出入境管理司单一来源采购国家移民管理局出入境管理服务业务系统项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231229_21363887.htm
2023/12/29,中国地震局中国地震台网中心单一来源采购全国骨干网第一信道租用服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231229_21363886.htm
2023/12/27,教育部南京大学单一来源采购参量振荡激光器征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231227_21348571.htm
2023/12/27,中国气象局中国气象局气象探测中心单一来源采购国家级地面宽带网及主备中心直连专线扩容建设项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231227_21348570.htm
2023/12/25,应急管理部单一来源采购烟花爆竹生产企业对标改造提升专家指导服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231225_21329145.htm
2023/12/22,教育部西南交通大学单一来源采购重载铁路智慧车站关键技术研究与应用第十一项研究内容-智能运维及协同管理服务技术研究征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231222_21323296.htm
2023/12/22,工业和信息化部西北工业大学单一来源采购财务管理系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231222_21320628.htm
2023/12/21,国家移民管理局单一来源采购国家移民管理局32项增佩国家移民管理标识执勤服装及主要材料安全行业标准制定项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231221_21311471.htm
2023/12/21,教育部重庆大学单一来源采购低电平系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231221_21311470.htm
2023/12/20,"教育部复旦大学单一来源采购复旦大学管理学院2024年度WRDS数据中心及Compustat,CRSP数据库租用服务征求意见公示",http://www.ccgp.gov.cn/eadylynotice/202312/t20231220_21307979.htm
2023/12/20,教育部浙江大学单一来源采购心肺疾病模拟教学系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231220_21304238.htm
2023/12/19,教育部兰州大学单一来源采购电子数据库（IEL数据库）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231219_21301733.htm
2023/12/19,教育部西安交通大学单一来源采购Wiley出版社电子期刊征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231219_21295808.htm
2023/12/19,教育部西安交通大学单一来源采购科睿唯安系列数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231219_21295809.htm
2023/12/19,教育部西安交通大学单一来源采购SDElsevier出版社电子期刊数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231219_21295807.htm
2023/12/18,文化和旅游部中国美术馆单一来源采购中国美术馆藏品库房租赁项目（安华库）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21290469.htm
2023/12/18,工业和信息化部南京理工大学单一来源采购捕集离子淌度-超高分辨率飞行时间质谱仪征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21288384.htm
2023/12/18,教育部教育部教育考试院单一来源采购教育部教育考试院2024年度IDC机房托管服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21287626.htm
2023/12/18,教育部东北大学单一来源采购研山铁矿东帮层状岩石力学参数获取与边坡地下水探查及监测数据分析研究征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21286537.htm
2023/12/18,教育部浙江大学单一来源采购组织成像质谱流式系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21286536.htm
2023/12/18,国家金融监督管理总局单一来源采购金融监管总局2024-2025年广域网线路服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231218_21286535.htm
2023/12/15,国家国防科技工业局国家国防科技工业局新闻宣传中心单一来源采购2023“军工先锋”系列活动内容创作与录制服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21280701.htm
2023/12/15,教育部兰州大学单一来源采购电子数据库（ACS数据库）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21275974.htm
2023/12/15,教育部厦门大学单一来源采购PCS征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21275973.htm
2023/12/15,教育部兰州大学单一来源采购电子数据库（Wiley-AGU-Cochrane数据库）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21275972.htm
2023/12/15,教育部兰州大学单一来源采购电子数据库（SciFinder数据库）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21275961.htm
2023/12/15,教育部复旦大学单一来源采购复旦大学“两大工程”二期科研成果出版征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231215_21275960.htm
2023/12/14,外交部单一来源采购外交部互联网电子邮箱服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231214_21270325.htm
2023/12/14,中国气象局新疆维吾尔自治区气象局单一来源采购新疆塔中新建北斗自动探空观测站项目-水电解制氢设备单一来源采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231214_21268309.htm
2023/12/13,国家药品监督管理局国家药品监督管理局行政事项受理服务和投诉举报中心单一来源采购国家药品监督管理局行政事项受理服务和投诉举报中心办公用,http://www.ccgp.gov.cn/eadylynotice/202312/t20231213_21264052.htm
2023/12/12,中国民用航空局中国民用航空飞行校验中心单一来源采购赛斯纳560飞机CFISI型校验台维修用航材备件采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231212_21256504.htm
2023/12/12,中国民用航空局中国民用航空飞行校验中心单一来源采购赛斯纳560飞机XLS+飞机机载精密AeroFIS（AD）型飞行校验系统维修用航材,http://www.ccgp.gov.cn/eadylynotice/202312/t20231212_21256505.htm
2023/12/12,国家移民管理局单一来源采购“边检执法执勤专用防疫消杀特种装备”研发项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231212_21256503.htm
2023/12/12,国家体育总局北京体育大学单一来源采购财务信息化二期征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231212_21253513.htm
2023/12/12,中国气象局新疆维吾尔自治区气象局单一来源采购新疆维吾尔自治区气象局单一来源采购新疆气象局电信线路租用服务征求意见公示征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231212_21251436.htm
2023/12/11,教育部北京科技大学单一来源采购北京科技大学校外租赁学生宿舍服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231211_21244777.htm
2023/12/11,中央组织部干部教育局单一来源采购中国干部网络学院平台运维及互联互通建设项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231211_21242764.htm
2023/12/11,教育部中央美术学院单一来源采购中央美术学院中央美术学院（中法）艺术与设计管理学院物业管理及餐饮服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231211_21242763.htm
2023/12/8,中华人民共和国公安部中国人民公安大学单一来源采购中国人民公安大学财务管理平台升级改造项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231208_21233342.htm
2023/12/8,教育部北京化工大学单一来源采购碳纤维原料征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231208_21231302.htm
2023/12/8,国家卫生健康委员会单一来源采购出生缺陷干预救助管理服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231208_21231301.htm
2023/12/7,国家广电总局单一来源采购北京地区（含秦皇岛）移动多媒体广播电视网络安全播出保障项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231207_21223075.htm
2023/12/6,教育部中国传媒大学单一来源采购中国传媒大学校园垃圾清运服务2024年征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231206_21216938.htm
2023/12/5,中国气象局新疆维吾尔自治区气象局博州阿拉山口气象局单一来源采购新疆阿拉山口新建北斗自动探空观测站项目-水电解制氢设备单一来源采购公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231205_21211373.htm
2023/12/5,教育部山东大学单一来源采购非接触式半绝缘电阻率测试系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231205_21208639.htm
2023/12/5,教育部浙江大学单一来源采购左心室辅助系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231205_21208638.htm
2023/12/5,国家金融监督管理总局国家金融监督管理总局厦门监管局单一来源采购国家金融监督管理总局厦门监管局办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231205_21205896.htm
2023/12/4,教育部复旦大学单一来源采购大规模分布式高速互联计算单元征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231204_21200863.htm
2023/12/4,教育部江南大学单一来源采购江南大学2024年中国教育和科研计算机网CERNET出口带宽服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231204_21197222.htm
2023/12/4,国家移民管理局单一来源采购国家移民管理局出入境证件发行管理系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231204_21197221.htm
2023/12/1,中华人民共和国商务部中国国际经济技术交流中心单一来源采购毒品检测设备征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231201_21184796.htm
2023/12/1,外交部单一来源采购外交部互联网电子邮箱服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231201_21184795.htm
2023/12/1,海关总署中华人民共和国北京海关单一来源采购中华人民共和国北京海关关区网络线路租用服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202312/t20231201_21184794.htm
2023/11/30,国家发展和改革委员会单一来源采购中日韩经贸务实合作研究与交流项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231130_21178030.htm
2023/11/29,财政部单一来源采购协助开展财会监督工作政府购买服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231129_21172818.htm
2023/11/29,教育部浙江大学单一来源采购工程师学院研究生班车运营服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231129_21167135.htm
2023/11/28,教育部山东大学单一来源采购小动物核磁共振系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231128_21163063.htm
2023/11/28,教育部山东大学单一来源采购荧光显微光学切片断层成像系统（fMOST系统）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231128_21160268.htm
2023/11/27,SPD单一来源采购X光机安检专业图像数据库及配套服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231127_21154606.htm
2023/11/27,教育部复旦大学单一来源采购电子束光刻机测试服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231127_21151112.htm
2023/11/27,教育部电子科技大学单一来源采购空天一体化物联信号测试系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231127_21151113.htm
2023/11/27,教育部中国农业大学单一来源采购中国农业大学国际会议中心物业管理服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231127_21151111.htm
2023/11/27,教育部浙江大学单一来源采购有机化学废弃物清运处置征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231127_21148940.htm
2023/11/24,国家金融监督管理总局广东监管局单一来源采购局机关办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231124_21139779.htm
2023/11/24,新华通讯社单一来源采购新华社全穿透BGP互联网专线租赁服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231124_21139778.htm
2023/11/24,中国科学院高能物理研究所单一来源采购L波段光阴极电子枪征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231124_21137287.htm
2023/11/24,教育部清华大学单一来源采购大望远镜观测时间征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231124_21137286.htm
2023/11/23,中华人民共和国公安部中华人民共和国公安部十一局单一来源采购东交民巷业务技术用房续租项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231123_21128831.htm
2023/11/23,中华人民共和国公安部中华人民共和国公安部十一局单一来源采购北京华风宾馆业务技术用房续租项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231123_21128830.htm
2023/11/22,中国科学院上海药物研究所单一来源采购实验用房年度租赁服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231122_21125431.htm
2023/11/22,国家金融监督管理总局单一来源采购金融监管总局防范非法集资宣传合作项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231122_21125430.htm
2023/11/22,中国科学院地质与地球物理研究所单一来源采购分布式光纤振动传感系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231122_21120287.htm
2023/11/22,住房和城乡建设部机关服务中心单一来源采购机关办公区物业管理服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231122_21120286.htm
2023/11/22,国家药品监督管理局单一来源采购中药品种保护审评项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231122_21120285.htm
2023/11/21,教育部电子科技大学单一来源采购多通道被动雷达半实物仿真定制模块征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231121_21116401.htm
2023/11/20,教育部清华大学单一来源采购ElsevierScienceDirect电子期刊数据库-2024年征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21108178.htm
2023/11/20,中国民用航空局中国民航大学单一来源采购C90飞机D级全动模拟机训练服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21108177.htm
2023/11/20,教育部复旦大学单一来源采购Nature电子期刊数据库（2024）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21103202.htm
2023/11/20,教育部重庆大学单一来源采购消防控制中心值守服务外包征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21103201.htm
2023/11/20,教育部电子科技大学单一来源采购粉末分级和分析设备征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21102047.htm
2023/11/20,教育部电子科技大学单一来源采购浸渍活性物质制备设备征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21102046.htm
2023/11/20,教育部电子科技大学单一来源采购异形阴极喷雾造粒设备征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231120_21102045.htm
2023/11/17,教育部南京农业大学单一来源采购南京农业大学童卫路5号科创园8号楼租赁服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231117_21095691.htm
2023/11/17,教育部武汉大学单一来源采购CNKI系列数据库（2024）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202311/t20231117_21090436.htm
